,TEXT,Label
368,"An Evening With Avenged Sevenfold at The GRAMMY Museum in Los Angeles, Ca : Rebecca Sapp / The…
",1
369,"Love will win @ Washington Square Park
",9
370,"Life In Color | Orlando was LIT lifeincolororlando2016 #lifeincolor #lic #kingdom #florida…
",7
371,"Andddddd she's beautiful. So happy she's here welcome to the world Baby Julian! 7 lbs 6 oz 20…
",2
372,"Getting to celebrate Halloween with my dad here was just the best We had a blast! Thank you…
",2
373,"Happy thanksgiving from ur fav fam!!!PHOTOCREDS : @user @user
",1
374,"And my morning starts @ Church Of The Reedemer
",0
375,"All I want for Christmas is you, #DiddyRiese! @ Diddy Riese Cookies
",5
376,"Happy Veterans Day! Thank you to everyone who has served! Hooah!(Repost from @user
",11
377,"Prepping for the monkey’s 3rd birthday tomorrow. ️ @ Prescott Valley, Arizona
",9
378,"No filter needed #NiagaraFalls @ Niagara Falls, Canadian Side
",2
379,"Congrats to the little sister on graduating, we are so proud of you! I love you! @ White River…
",15
380,"Here we go again! Not sure what's better... the #Tennis or the #HoneyDeuce! :…
",1
381,"A girl's first love in life is her Daddy. ️ ️ ️ @ Cuyahoga County…
",9
382,"Happy Thursday, friends! ️I received a really cool shout-out for my bloggy blog from…
",12
383,"#manupconf started off with a big 80s tribute! @user @ Wave Church
",7
384,"So yesterday #picoftheday #selfie @ New York, New York
",0
385,"Christmas ready . #christmas2017 #christmaseve @ Annapolis, Maryland
",5
386,"My new bae @ Universal Studios Hollywood
",0
387,"why I relay these 2 amazing women who are in a better place now…
",18
388,"Love conquering BBB with this one! So happy you are here this weekend @ Big Bad Breakfast
",9
389,"Skateboard Time. @ Mission Beach - Ocean Front
",15
390,"Those don't exist RT @user Picture angles
",7
391,"️No worries under the sun ️ @ Lake Michigan
",12
392,"Good morning Pottstown ️ Big 4 Fall Champions League kicks…
",12
393,"Love those games when you get here it's still dark said no parent ever #baseballLife…
",3
394,"iPhone Live video snippet #SiriusXM interview ~ JDM describes #TWDSeason8 in one word (thanks…
",7
395,"Just getting started @user @user @ Kuma's Too
",15
396,"Happy Birthday Kathy @ Vermont
",14
397,"I shot an elk @ Rocky Mountain National Park
",6
398,"[selfie Sunday with my pops] @ The White House
",9
399,"I can't even explain the love I have for our little fur bae! He's a gremlin but oh so sweet at…
",14
400,"Love supporting our #ladyraiders And #16 #lovemybabygirl…
",14
401,"Let's get this Saturday started #LoveYourselfAlways #PositiveVibes #deathtocomparison…
",4
402,"My #wcw goes to the gorgeous @user . I love a woman that loves to do music; especially…
",2
403,"#PressPlay Last Night At atlcomedytheater Perfoming W @user Our Song ""Love Games"" S/0…
",7
404,"When you find a cute hat •••#hello #baby #harper #cutie #sundayfunday #momlife…
",15
405,"Had a great day shooting a ton of meals for @user today - can't wait to show everyone the…
",6
406,"@ Exorcist Steps in Georgetown
",7
407,"(at @user in Anaheim, CA)
",2
408,"My Lordt. | He Rose Yes He Rose @ Georgia Dome
",3
409,"There...I just super mooned you! @ Westminster Square Apartments
",3
410,"a rainy thursday shopping (@ Upper Manhattan in New York, NY)
",4
411,"God and CIY Move ROCKS @ Holland State Park
",18
412,"#Iamwithher I just cast my #vote @ Crown Heights, Bklyn
",11
413,"Yummm Just listed a whole lot of magical sparkly treats over at XOXO…
",17
414,"The best ever @ Pinkberry NYC Midtown East
",2
415,"Let Freedom Ring!!! USA!! #rydercup2016 #thisbudsforyouUSA #merica @ Hazeltine National Golf…
",11
416,"But seriously, LOOK AT HOW CUTE SHE IS BEING!!!!!! @ Givens House
",2
417,"Life is Beautiful with these two by my side @ Whist Stove &amp; Spirits
",19
418,"Finally got my vape! Nicotine free too @ Sherman Oaks, California
",17
419,"Chicago, you have my heart ️ @ Chicago, Illinois
",9
420,"#realtalk # #income #equality #hollywood #taxevasion @ United States
",19
421,"i saw you today @ Ellwood &amp; Sherman
",14
422,"The instructor wanted to take a selfie with us @ Brasada Ranch
",0
423,"Lil date night with my man @ Roma Cafe
",9
424,"@ 19th Ward, Rochester
",3
425,"don’t yuck my yums bruh #AWESUMSAUCE #mysaucesoawesum #savortheflavor @ Atlanta, Georgia
",13
426,"@ Grand Mesa National Forest
",9
427,"Harper fell asleep within 10 minutes with my old gamer headphones on #parentingatitsfinest…
",3
428,"The most important photoshoot of the year. Photographing my son today! #family #portraits…
",17
429,"Find a man who looks at you the way Mike and Nick look at each other in this last pic …
",3
430,"We're cute #shamrockcrawl #shamrock #stpatricksday #boyfriends #ilovehim #shades #sunglasses…
",17
431,"I am in board game heaven pretty much feeling exactly how that guys face looks. @ The Uncommons
",2
432,"VERTigo.. get it? (#cbc #rmr #badjokes #worsepuns #toronto #adventures) @ CBC Toronto
",4
433,"Taking over the zalando “#Aw17 Style of the day” section this week! One outfit per day More…
",16
434,"Happy Sunday Sign your name and drive home with this beautiful lifted 2014 CHEVROLET SILVERADO…
",10
435,"A beautiful day celebrating the marriage of Claire and Andrew! ️ @ Indiana Landmarks
",9
436,"Excited to see Ethan get baptized today! @ Cresset Church
",14
437,"You Can Always Hold My Hand Leo Isaac Weinstein... 12/27 @user
",9
438,"Destination: wonder and whimsy #renwickgallery #whimsical #art @ Renwick Gallery
",2
439,"Guess it's a #mustang day at Fry's. @ Fry's Electronics
",3
440,"Fits of giggles with Richie L., Nick B. and my Bear. ️ (at @user in Glendale, CA)
",9
441,"Take me back? @user @user He's picky with his filters @ Sneaky Dee's
",15
442,"Lexus RCF Pikes Peak Airstrip Attack : Joel Chan •
",6
443,"Happy 241st Birthday America!!! #fourthofjuly #America #fireworks #BoomKaBoom @ Springdale,…
",11
444,"Wouldn't be where I am without them @ Angel Mounds
",9
445,"My @ Palatine High School
",9
446,"Welcome to my house @ Stella's Fish Cafe &amp; Prestige Oyster Bar
",16
447,"Missing you everyday my bubbah ️// ____________________________________________________ @user
",9
448,"Omg I died laughing with this filter on her #snapchat #LOL #OMG @ Georgia/Florida Border =)
",3
449,"Great Chevy truck I always saw at cruise night.This is one of my first pictures #chevy…
",6
450,"The beer must have said something wonderful bc I don't even look at humans in that way ️ #bokbar…
",9
451,"Created by the talented young artist - aminah6197. @ Lycoming College
",9
452,"Happy Labor Day! ️Sweated out a long run around both back lakes…
",12
453,"this is where I belong ️ @ Madeira Beach, Florida
",9
454,"I can finally call a drummer mine #SunburstBeauty #DW #5Piece @ La Roca
",9
455,"@user I'm good at making lemonade.
",3
456,"Sucks having to hang up the cleats, but thanks for a great season girls @ Manning Field
",9
457,"Guys how amazingly gorgeous is @user ! Thank you @user and gooddayatlanta for such…
",2
458,"‘Tis the season for @user #georgetowncupcakes #georgetowncupcake #iphonex @ Georgetown…
",5
459,"Double cup love you the one I lean on @ Philadelphia's Magic Gardens
",18
460,"Give a drunk girl a puppy and all her worries go away @ Radford…
",15
461,"These ladies have been working so hard for our new performance!!! I am so proud of them We…
",15
462,"He's getting braver... Those sisters just looked like they were having too much fun. …
",4
463,"#tbt with my chums from the Dells when being weird &amp; loud at 17 was normal @ Wisconsin Dells, Wisconsin
",3
464,"Getting our Fraser Fir! @ Smoky Mountain Christmas Tree Farm
",5
465,"shocking cus @user isn't in this pic @ REBEL
",3
466,"Best birthday ever! Felt the love from near and far. Thank you everyone. #birthday #love @user
",8
467,"Interesting...the kind of words your kids come up with when you're playing Scrabble with them. I didn't know ""fitesfat"" was a word...
",3
468,"4th of July #red #white #blue #colors #IndependenceDay #UnitedStates #california #usa…
",11
469,"Laughlin with my loved ones @ In the Colorado River Between…
",17
470,"merry christmas from mill no 1 @ Mill No. 1
",7
471,"Thanks for doing fun things with me @ Racoon Creek State Park
",8
472,"Amazing. Nature. Infinity. Jump. Grand Canyon, Arizona, #USA #ARIZONA #GRANDCANYON #CANYON…
",11
473,"""Home isn't always four walls. Sometimes, it's two eyes &amp; a heartbeat"". @ Horseshoe Bend
",13
474,"Great kids. Great shows. @ Comedy Cellar
",9
475,"Straight up @ Wynwood Walls
",19
476,"It got pretty loud last night with yookiemusic #edm #dubstep @ Webster Hall
",7
477,"Dinner at the beach with Amazing friends @ Dockside
",16
478,"Working from Grandpas today @ Middle Village, New York
",13
479,"Lacma Lights with my love @ Los Angeles, California
",13
480,"(Starbucks ONLY) @ Starbucks
",2
481,"Lover's Leap with my love. #fightformemories @ Eisenhower State…
",18
482,"Back Bay state of mind @ Newport Back Bay
",12
483,"Bb @ Siesta Beach, Siesta Key FL
",9
484,"ready for ya @user @ Golden 1 Center
",4
485,"The BEST LOVE POCKET!!! @ Mama's Royal Cafe
",9
486,"HAPPY BIRTHDAY BABYGIRL @user
",8
487,"'Beautiful morning' @ Trap house
",12
488,"@user jump n pool live on TV #. #BOE #3EO I.E. #blacktopp #indecentexposurefilms @user
",7
489,"So excited for warmer days ahead! #springequinox # @ Wynwood Walls
",9
490,"I'm just tryna give you something to remember through the summertime. ️ @ Avi Laughlin NV
",12
491,"Not all who wander, are lost • Still can't believe my phone took this shot @ Las Vegas Strip
",13
492,"The universe is equal to her vast appetite .Original by BaudelaireFeminized by…
",13
493,"@user are you okay??
",9
494,"#amores @ Walt Disney's Magic Kingdom
",15
495,"@user How awesome to see you today @user got my shades! ! #calijulzsays dtla…
",16
496,"Blending in @user dress &amp; @user bag #ootd #whatiwore #love #dresses #flowers @user
",14
497,"It's a great day for a new hair cut and to be a Flash @ cutLoose Hair HTX
",0
498,"It's a holly jolly Christmas with this one #friends #Christmas #ChristmasTree #party…
",15
499,"Cousins' #HappyBirthdayAlanaChanel chris_guy16 @ Sabal Ridge Apartments
",15
500,"Stars &amp; Stripes &amp; Flames #AlbuquerqueBalloonFiesta2017 #iphonevideo #iphoneography…
",7
501,"That serious face when you ran a mile but still got HIT training to do for 30 minutes let's…
",7
502,"@user not bad #TheRealNEMM #sportsbikelife #sportbike #motorcycle #motorrad #bmw…
",3
503,"Its hard to trust fat people that wear skinny people clothes..... #besafetho @ Detroit, Michigan
",19
504,"Beyond blessed to have been a part of your special day! You looked amazing, Love you so much…
",9
505,"Happiest 4th! @ America/Los Angeles
",11
506,"I HATE grocery shopping. So, SO much. Don't make me do it. :: amberlane #shoppingday…
",6
507,"Post #sb50 selfie with #mvp @user @ Kyle Field
",4
508,"Veterans get a $500 closing cost credit &amp; save $985 with no home loan origination fees when you apply in November …
",18
509,"I may have found my favorite coffee ever ️ @ Honest Coffee Roasters - Huntsville
",9
510,"@user still MINE ️ @ Central Park
",9
511,"Only Fitz and the Tantrums can bring me to Bloomimgton (and Moon Taxi in October)! @ The Bluebird
",18
512,"It's gonna be those Sunday at #FUNKBOXNYC! Please #ComeDanceWithUs…
",7
513,"Carrowinds Winterfest Christmas Tree Lighting 2017! #carrowinds2017 #christmastree #lighting…
",5
514,"""Git GUTTA!""'..... email info@guttasoles.com for pricing and information #guttasoles…
",19
515,"#beautiful #view #pano #iphone5s yes I needs the 6 or 8 lol @ Courtyard by Marriott in Cayce, SC
",3
516,"Moonrise from #Gulfport : @user @ Gulfport, Mississippi
",6
517,"Capitol Hill crew... #drumandbass #dnb #teamviper #seattle #night #balticroomseattle @ The…
",16
518,"Ooh almost here @ Co Ho (The Smart Bar)
",16
519,"Last day (other than 5 am breakfast tomorrow). Wearing my #sewanee shirt because I Sewanee…
",9
520,"@ Riverfront Athletic Club
",9
521,"repping the sprig shades #roadtrip #smilemore @ Palos Verdes
",16
522,"Little reminders.. #quotes #quotestagram #quotestoliveby…
",15
523,"Bagels and lox #NYCBreakfast @ Upper East Side
",16
524,"Love these beebs and love this bar @ Estereo
",9
525,"Look who dropped in for a visit while on a road trip! ️ @ Memphis,…
",9
526,"Snapchat and Instagram had a baby! I don't know how this works but I'll figure it…
",3
527,"Hating myself only a little for this flagrant act of tourism…
",9
528,"Better than the dance cats #WeAreUK k_mumme lfisher12 @ Bridgestone…
",14
529,"Good morning to The Meeting House.***#bostonusa #boston #followingboston #afieldbook…
",11
530,"This day. Almost perfect. ️ @ Meritage - St. Paul Restaurant
",9
531,"Taking a little time to recharge in the midst of the holiday sessions craziness @ Universal…
",5
532,"Got in another hometown workout lol. 500 calories Happy Monday! -Udeme @ Flywheel Sports -…
",7
533,"Tomorrow night!You know where we at with it Who can repost this in support? @ Xhale Hookah…
",4
534,"My people @ Anaheim, California
",9
535,"2 amor ️ #outback #burguer #steakhouse em Outback Steakhouse
",9
536,"#mcm because I love and miss you @ Newberry, South Carolina
",15
537,"♫ Music: Sitya Loss - Eddy Kenzo TONIGHT! TONIGHT! TONIGHT! @ Kompa Connection
",16
538,"Proof Marissa likes my dog miss ya both #nationaldogday #corgi #cuddles @ South Haven, Michigan
",8
539,"#NotMyPresident #fucktrump #rallyagainsttrump #NYC #stongertogether @ Trump Towers at 5th Ave
",11
540,"Milkshakes with my Titi &amp; family @ Johnny Rockets Hoboken
",2
541,"️ (at @user in New York, NY w/ @user
",9
542,"Errrr magerrrrrd!!! - Drinking a Crazy Navel by @user at @user —
",2
543,"Late post.. Good brunch earlier with my Mr and the kiddos …
",17
544,"We see once or twice a year in #Seattle, and at least nice a year in #washingtondc. LOL #Friendship…
",3
545,"Those eyes are what got us Newest family member! @ Scottsville…
",2
546,"I'm sure @user and I can raise enough money to buy your NCAA tournament tickets lol
",4
547,"#wdTTwt Hey KB and JB @ Fort Lauderdale-Hollywood International Airport
",3
548,"S/o to the the homie @user we had them schools turnt this weekend and it doesn't stop…
",7
549,"I don't know who wrote this, but I needed this today thank you for giving me a little…
",9
550,"CAME TO THIS RESTAURANT .. WE HAD A RESERVATION SO HAD NO TIME FOR A HAIR CUT! BLESSED TO BE…
",19
551,"Shawty get loooose #rachattemptshiphop #physicalgraffiti #d4reunion #werkshop @ DISC
",0
552,"Bizzy Live! we will be Opening!!!Til tha Death Records( @user @user @user
",7
553,"Presidential campaign or RA programming ad? #dandridgemcdade2016 …
",11
554,"Merry Christmas to those on earth and those with the birthday boy himself ️ Love you grandpa…
",9
